رقم الرخصة,اسم المنشأة,رقم الجهة
87897970228,"المغاولة, حجار and آل سعود #17999",6633788313
87898735071,آل سعود-حنبولي #3251,9789942193
87900376741,العليان PLC #16690,1927481324
87904365411,العليان-العليان #16957,6723770533
87905187164,آل الشيخ and Sons #13868,1235469232
87910722202,"بن لادن, آل محمد بن علي بن جماز and آل بن لافي #1623",4130587161
87914867913,آل علي PLC #10290,1241009668
87937126863,آل محمد بن علي بن جماز-آل العسكري #10355,3236520365
87938592064,آل مقطة LLC #9543,7038043232
87939165710,"أبا الخيل, العقيل and الدباغ #3502",4771551951
87940006993,آل مقطة Group #6666,4069611909
87940337082,بن لادن-الحجار #12033,4253207860
87945777182,"آل رفيع, آل سلطان and بقشان #6103",8911553354
87946819078,آل سلطان Inc #18830,4128453169
87949576960,آل قصير-آل مقطة #7796,2571731627
87950846865,آل قصير LLC #7106,7008991490
87952224400,المهيدب LLC #9650,3823115402
87955662502,شربتلي-آل معيض #15841,6010062452
87955855441,آل رفيع-الجفالي #16763,9065374007
87960009289,"الحجار, شربتلي and الحكير #15512",9092494386
87961475333,"الدباغ, الراشد and الخرافي #4657",8092592671
87970546890,آل مقطة Inc #13734,6555988822
87973279990,آل الشيخ-أبا الخيل #1651,8905681777
87977839829,"كانو, العقيل and العجلان #1799",7586651399
87978818465,آل قصير and Sons #2400,1783615803
87980575187,"المغاولة, آل صفوان and العليان #16263",2969704051
87988952958,العقيل Ltd #2144,4820322068
88000027977,آل خضير-بن لادن #8096,1585320794
88000249471,"آل مقطة, آل عطفة and مهنا #5446",5466440761
88002697950,آل بن ظافر-المهنا #4442,9050883293
88006307883,"آل محمد بن علي بن جماز, أبا الخيل and آل معيض #11577",2799244557
88014494775,العليان Inc #3761,2377568267
88015298622,"آل بن ظافر, العجلان and الراشد #11665",5171364102
88018178302,"الراشد, آل صفوان and آل عايض #6685",1764686883
88027692999,آل قصير Inc #17793,1085408783
88030055408,آل عايض LLC #2880,2986773900
88034532512,آل الشيخ-المهنا #18989,2431303108
88040596093,آل محمد بن علي بن جماز Ltd #10066,6992653243
88040798414,الخرافي and Sons #14768,4784946309
88045306117,آل الشيخ-آل حسين #19604,2424153661
88052791255,آل صفوان-أبا الخيل #7638,1880591414
88055450754,أبا الخيل Inc #14151,2309876362
88059786879,المهيدب-المغاولة #552,3692648838
88061104235,"الحجار, الجفالي and حجار #9536",5993738174
88069412246,"الحكير, العليان and المهيدب #17258",1844132013
88070436048,"الجفالي, آل صفوان and الجفالي #8057",9001487150
88070940113,حنبولي LLC #7571,8677949129
88077816074,"حنبولي, الجابر and مهنا #6245",5483715521
88081410194,الدباغ-العجلان #17485,8496516570
88090942599,بقشان Group #18747,6318818037
88097616607,العليان-الدباغ #11245,2049058200
88098554452,"آل حسين, آل معيض and الشايع #179",4931645802
88105024900,آل بن ظافر-المهيدب #2627,7084496997
88108693406,بقشان Ltd #1821,9818994479
88118811212,الجابر-آل خضير #4304,2047827279
88127628590,"آل عايض, آل صفوان and شربتلي #6929",1662791430
88132781636,حجار Group #12371,8625307235
88134517823,"الحجار, الخرافي and آل معيض #17979",5250750767
88137774528,الراشد Group #16557,7125519446
88139659139,آل عايض PLC #3061,2091991299
88145256998,الشايع Ltd #4004,4412493211
88148098892,آل خضير Inc #7198,7017930628
88148356379,المشاولة-آل بن ظافر #2137,5939193428
88149552421,"الدباغ, شربتلي and آل مقطة #11916",9212652781
88159958343,"آل بن لافي, كانو and آل مقطة #1975",8252995213
88160083584,آل معيض Group #6702,7095725371
88161632194,"كانو, آل حسين and آل سلطان #7251",1477990162
88163439506,"فصيل, الحجار and آل الشيخ #1300",2856961998
88163536114,"آل عطفة, حجار and الجفالي #11432",5944843546
88173771656,آل العسكري Inc #18813,3820933852
88174102523,"بقشان, آل العسكري and آل محمد بن علي بن جماز #2254",9690893903
88174500584,"آل الشيخ, الجابر and آل قصير #7645",3027030363
88176388572,آل معيض-آل بن لافي #6461,1341936385
88180999299,"المهنا, الراشد and المهنا #526",9580026893
88181180007,آل صفوان-آل العسكري #8509,7240595003
88182162544,آل العسكري-العليان #13152,3029059581
88187310821,المغاولة Inc #7797,4057099514
88192675535,المغاولة-العقيل #6033,7964912846
88198885784,الجفالي-بن لادن #9687,6919382715
88206045836,آل خضير-آل معيض #5647,4182993890
88214055852,آل عواض-آل علي #7710,3657651452
88214877172,"المهنا, آل جعفر and الحجار #11915",2309060985
88218562273,آل محمد بن علي بن جماز-العقيل #13805,6984365794
88221889496,شربتلي-العجلان #5024,4448570958
88225379730,"شربتلي, آل جعفر and العليان #838",9233331054
88228820471,الجابر PLC #2953,4176626519
88229283210,كانو and Sons #19030,9313357961
88229814993,آل عطفة-أبا الخيل #8987,4331217290
88230937176,آل سلطان-آل سعود #10593,6427313637
88234019524,أبو داوود-العقيل #14804,2179015897
88238253822,"الجفالي, آل بن لافي and آل بن لافي #403",7256048995
88239646057,آل العسكري Ltd #5990,3299068010
88241841945,أبا الخيل PLC #5577,1062120724
88242612403,"المهنا, بن لادن and آل رفيع #8757",3700831245
88243575501,"آل صفوان, الراشد and آل محمد بن علي بن جماز #9968",2190665357
88247491381,"آل صفوان, المهنا and آل مقطة #11875",9958899903
88249407710,"الخرافي, آل بن لافي and الجابر #2593",5109601698
88249950158,"المشاولة, آل قصير and حجار #17541",8540816189
88254065491,آل مقطة PLC #19229,7771861943
88255236557,"المهيدب, شربتلي and آل جعفر #5725",6392003333
88262506142,الحكير-الراشد #10241,9245552878
88262733050,آل جعفر-المغاولة #3195,4229299403
88286924600,"مهنا, المهنا and بقشان #7961",3056527212
88287563946,"آل عايض, آل الشيخ and الجابر #479",7386586264
88291425750,آل صفوان Ltd #1809,6364268457
88293394946,الخرافي Inc #2536,3215740670
88296091166,"الخرافي, العليان and كانو #13802",5799683428
88296921576,"الحجار, آل بن ظافر and آل حسين #1813",1886113955
88299279240,أبو داوود-الراشد #6672,5243437692
88299736257,العقيل Inc #10120,4812583340
88300449719,آل العسكري PLC #11146,1353783006
88308321372,آل جعفر-المهيدب #3252,5210172898
88311460874,آل صفوان-آل سلطان #11203,5360516529
88316103075,آل عواض Group #1192,8275899215
88317029673,الدباغ PLC #437,2775574111
88318921202,"حنبولي, الخرافي and آل عواض #6898",1830461880
88322494654,حنبولي-آل معيض #1154,6815417527
88337329654,آل عايض Inc #9448,3617480143
88337375568,آل صفوان Inc #15184,1634867923
88342257013,"أبا الخيل, آل محمد بن علي بن جماز and المهنا #16129",5902137763
88345605252,بقشان Group #12072,8615641068
88349930717,آل عطفة and Sons #13685,4596911141
88351549796,آل سلطان-المهنا #3256,7948413470
88360343390,"كانو, العجلان and آل قصير #18466",4518588416
88362315922,"المشاولة, آل بن ظافر and المهنا #15085",6160541181
88364485688,آل عطفة-الجابر #7344,8537613591
88364632313,"آل بن ظافر, الخرافي and أبو داوود #8253",1848959686
88380202722,أبو داوود Group #2963,9975384916
88386538737,آل جعفر-العقيل #17233,8891575659
88388023105,حنبولي-العجلان #11005,5596121126
88391425064,"شربتلي, آل عايض and الحجار #352",4486777085
88393789537,المغاولة-أبا الخيل #17842,5631872560
88398980733,"أبا الخيل, الجفالي and الحكير #14712",9990679333
88401476591,العليان Inc #1101,5942180324
88403456594,آل خضير-شربتلي #1636,3294692041
88425366266,المهنا-آل محمد بن علي بن جماز #6984,8325194146
88434023407,"بن لادن, الجفالي and حنبولي #745",5559101859
88436494516,آل صفوان-المهيدب #16944,5791110771
88439461452,"بن لادن, أبا الخيل and آل صفوان #3696",1567624969
88443855646,"آل معيض, العليان and الجابر #7113",2471643057
88451060719,"آل جعفر, العقيل and آل الشيخ #7895",2084411173
88451438371,العليان Inc #3764,7433864036
88463966303,"حجار, آل عطفة and آل عطفة #1244",9702323066
88468919229,"الشايع, آل قصير and آل حسين #6867",6497644014
88471613120,"أبا الخيل, الشايع and آل علي #10857",3901540763
88472945073,شربتلي Ltd #15025,1746152788
88484865343,الشايع PLC #13484,4828440472
88487500413,آل الشيخ and Sons #3741,1806347866
88489749597,المغاولة-حنبولي #1622,8965482218
88502373817,"شربتلي, مهنا and العقيل #16771",8358757775
88503276818,الحكير-المشاولة #16964,4459288117
88507312190,آل قصير-آل الشيخ #1141,1893585889
88508979532,المغاولة-أبو داوود #2504,6946118428
88514186795,"الشايع, آل صفوان and مهنا #3302",2891108423
88529789080,"أبا الخيل, آل سعود and شربتلي #8871",8712337220
88534123831,آل علي-المهيدب #4201,1031869651
88534640360,آل علي Ltd #14189,2170103262
88537454569,شربتلي-بن لادن #14183,9796569964
88539739336,آل عطفة-فصيل #913,3846302772
88541463281,آل رفيع PLC #15373,3847684226
88546682680,المشاولة-الجابر #10668,1784337139
88547515332,"آل رفيع, الحكير and فصيل #4208",1722488203
88551483795,آل عطفة Group #17909,2527200781
88561823016,الجفالي and Sons #12250,7642113151
88562762383,الشايع LLC #1099,5168627100
88563214997,"المهنا, آل عواض and الحكير #1994",9432037086
88564322241,بن لادن and Sons #13344,2520965742
88564628926,الشايع LLC #5370,2915148746
88564754836,"العقيل, حجار and شربتلي #4311",2685976925
88568926321,آل الشيخ PLC #19493,3507067692
88571182205,الشايع Ltd #1500,4169536961
88576389946,"آل معيض, آل عطفة and فصيل #4320",5061452304
88577228330,بن لادن Ltd #8888,8086077250
88577407176,"مهنا, بن لادن and شربتلي #14883",7643378892
88579681896,"آل محمد بن علي بن جماز, آل حسين and حجار #18424",6084824065
88580507722,"فصيل, آل قصير and أبا الخيل #741",7903557615
88582853428,الراشد LLC #12693,1123579545
88594320681,"آل صفوان, آل محمد بن علي بن جماز and فصيل #18416",1765080312
88597913344,آل العسكري and Sons #14593,8845465835
88600959637,حنبولي PLC #8228,8060911957
88601314300,"آل معيض, آل عطفة and مهنا #19016",8363681431
88603030259,مهنا-آل عواض #10794,4976078714
88603946563,آل بن ظافر-الجابر #8467,1269582823
88605157385,آل عطفة Ltd #18099,6526904746
88606713815,آل قصير Inc #14490,1146609178
88612486441,آل سعود Group #753,1146634519
88612963663,أبو داوود-الحكير #9597,8464288133
88616188923,الخرافي-كانو #18913,7640794192
88617296762,أبو داوود and Sons #756,8932033829
88619029406,الخرافي-الحكير #7351,4957560450
88619347578,,
88620101746,آل العسكري Ltd #4470,9557008352
88621033524,"الحكير, آل عايض and آل العسكري #1610",4688273993
88626670293,آل عطفة Ltd #4773,2103500352
88628164442,"آل بن لافي, آل عطفة and المغاولة #5203",3404989367
88629675686,"آل الشيخ, العجلان and آل مقطة #3729",9279869347
88630189525,الجابر Group #14515,4523651956
88630721038,بقشان-أبا الخيل #9813,4869684465
88636045570,"الحكير, الخرافي and أبا الخيل #7128",2939564580
88639484535,آل الشيخ Ltd #19523,9227245497
88643712752,"حنبولي, آل بن ظافر and كانو #7790",4806868622
88645604348,"آل محمد بن علي بن جماز, آل الشيخ and الجابر #1250",9570731817
88651999398,"أبا الخيل, الراشد and الجفالي #12642",3171378125
88655584237,أبا الخيل-آل محمد بن علي بن جماز #8710,8978177829
88655808130,آل قصير-كانو #13256,8088300402
88659869073,"كانو, مهنا and آل سعود #78",2368509802
88661601000,الراشد-الحكير #14527,8397088928
88665716338,الراشد-العقيل #8356,4234034142
88667210444,المغاولة Group #5232,5296870727
88671663298,كانو-الشايع #19148,9172760276
88673241861,"المشاولة, الجفالي and المغاولة #8354",4767153771
88674322614,أبو داوود-آل صفوان #14335,8156131557
88680207275,"آل علي, آل عواض and الخرافي #18973",3793921492
88683990801,آل مقطة Group #1530,7590856825
88688634419,"آل علي, حنبولي and آل بن لافي #1820",6109115901
88697243194,العليان and Sons #4864,8783648061
88697385011,"العجلان, الخرافي and الدباغ #16294",3769798986
88702289272,العجلان-آل الشيخ #13225,1144259374
88716224555,آل علي PLC #1702,4579625692
88717254056,آل سعود-الحكير #15252,3499030430
88718734403,"أبا الخيل, بن لادن and آل سلطان #1319",3950384825
88721368488,فصيل Group #9834,7540578910
88731622214,المهيدب Inc #2049,9033448237
88734718472,مهنا PLC #8501,7727018411
88736569651,فصيل-المهيدب #12957,7846479751
88739016808,آل سلطان-العجلان #496,9165321409
88762454327,الشايع-المغاولة #16797,6194855478
88764480401,الشايع and Sons #18509,1957198161
88769681281,مهنا-آل عطفة #16420,4832416790
88775567955,المغاولة-مهنا #2647,1945239137
88775942047,"الخرافي, فصيل and آل رفيع #17913",1438347892
88777083805,آل سلطان Inc #8728,5738824886
88784029685,"المهنا, آل بن لافي and الراشد #13687",5536470155
88791570563,حنبولي-الدباغ #108,4404908381
88800421018,آل عواض-آل جعفر #622,4001225030
88803408122,"فصيل, المهيدب and آل سلطان #15430",7416400865
88807598177,"آل رفيع, الشايع and فصيل #13280",1737523816
88813717186,"الراشد, شربتلي and العليان #944",7216654327
88813999881,آل عطفة PLC #6676,4251894892
88820208396,المهنا-كانو #7282,7532281361
88821750778,آل علي LLC #8088,3341764032
88825894083,آل جعفر Inc #13358,4737497655
88827824938,آل قصير-الحجار #15754,6274148113
88828928786,آل بن ظافر and Sons #18400,3868400683
88835757288,الحكير LLC #7596,4905814753
88839757425,الجابر LLC #18806,7693903453
88839891892,الحجار Group #1336,5754749301
88847589675,"آل مقطة, كانو and كانو #8567",6128034999
88854365236,"آل بن ظافر, العجلان and الحكير #1867",8503140023
88854488586,آل محمد بن علي بن جماز Ltd #14275,9688742255
88862092617,"بن لادن, مهنا and آل خضير #2753",3396662428
88863887203,آل عطفة Ltd #14534,5403772089
88864239862,"أبا الخيل, مهنا and الراشد #10561",1790627990
88865098890,العقيل Group #8308,9683886301
88867726485,آل حسين LLC #10459,9393306818
88873361058,آل بن لافي-أبو داوود #4837,5660994185
88876140583,"آل عطفة, فصيل and أبا الخيل #10001",6636317915
88880841433,آل عواض-شربتلي #19319,7950193951
88884088503,"آل سعود, الجابر and آل صفوان #10809",2325128304
88888051581,"آل جعفر, آل حسين and أبا الخيل #6613",3193537899
88891334654,العقيل Ltd #5731,3217552316
88892456543,آل رفيع-آل عايض #4426,3276019983
88898551177,آل رفيع-بقشان #13181,6224442758
88899714013,آل عطفة-أبو داوود #11947,3398411415
88900249183,"آل رفيع, العليان and آل خضير #7434",3490185277
88902616443,العجلان Ltd #3434,7839057963
88908128877,"آل علي, آل رفيع and الخرافي #12041",5947149125
88927806136,"آل عواض, أبو داوود and أبو داوود #14137",7210756327
88932694640,آل رفيع-حجار #15746,3594833024
88933541463,آل جعفر Ltd #16959,1045209478
88943830274,المشاولة-العقيل #8199,2485573946
88945333122,آل مقطة-شربتلي #14759,1015714342
88956815899,"آل عطفة, آل قصير and فصيل #7690",4466514621
88961061091,آل عايض PLC #212,4562500653
88965573630,بقشان-آل عواض #18756,4444503745
88965960934,"الجفالي, العليان and حجار #10679",4033630712
88966337851,شربتلي-آل حسين #9400,2228423813
88984953097,"آل بن لافي, العقيل and الشايع #18810",1705313818
88986657928,آل بن لافي-المشاولة #18938,3743553749
88996531362,"كانو, الحجار and آل سلطان #11966",7025090739
89001571002,آل بن لافي Group #2686,5734849348
89002717114,الخرافي Ltd #14065,1440465575
89009998325,آل جعفر-آل الشيخ #3468,8379308379
89011121906,"العجلان, العجلان and آل الشيخ #13505",1401728641
89012019733,الخرافي LLC #15462,5947568156
89013095208,المغاولة-آل خضير #17722,3527694891
89017285296,بقشان-المهنا #3949,1786318370
89023179500,"كانو, بقشان and آل سلطان #7213",4716875673
89025809123,آل عطفة Group #12692,7535556489
89026669352,فصيل Ltd #2551,8433775001
89029134039,آل العسكري-العليان #16226,3702212403
89031240343,"مهنا, آل عايض and آل علي #10299",1405232689
89034942564,"آل بن لافي, المغاولة and أبو داوود #7768",7052471914
89037516705,آل مقطة Inc #3843,5638122710
89037715561,"آل مقطة, الجفالي and العليان #11955",9252695946
89037984292,المشاولة-الشايع #13169,3085424292
89038127363,"الجفالي, آل عواض and آل العسكري #10321",3733101691
89039521206,الخرافي-حجار #14475,5986001561
89040788092,آل الشيخ and Sons #2085,7637747330
89043552964,الدباغ PLC #5597,4522091411
89046935467,"آل معيض, آل محمد بن علي بن جماز and بن لادن #1353",9972171241
89058463072,"شربتلي, الراشد and المهنا #11409",2100333732
89064981161,"المغاولة, آل سعود and حجار #8997",9375875535
89067277712,"آل سعود, آل العسكري and آل قصير #8557",5355406426
89067392030,"الشايع, آل رفيع and فصيل #6359",5387215900
89067725976,آل محمد بن علي بن جماز Ltd #14486,8032211418
89068415541,"المغاولة, الجفالي and حجار #5552",1370425235
89068631533,آل علي-مهنا #17006,6342872722
89073710844,آل صفوان-آل بن لافي #10958,7881145966
89076024204,مهنا-الجابر #15183,7843043089
89076392524,آل مقطة-الحكير #6840,2543344679
89077503688,أبو داوود and Sons #392,3715189064
89078169879,آل قصير PLC #4037,5972147500
89088802400,"بقشان, آل جعفر and آل علي #8624",7448826283
89101945984,آل خضير-أبو داوود #16676,9491490774
89107178442,شربتلي-الحكير #5210,1843419702
89111387045,آل سعود LLC #2995,5193399954
89113634512,المهيدب-آل حسين #2227,9919028687
89125518915,آل علي PLC #14339,5347219597
89125626387,العجلان LLC #17970,6889053824
89125998136,العليان Group #19420,2125147143
89137176083,"المغاولة, آل عواض and آل الشيخ #15839",5015796389
89149969944,"الراشد, العقيل and مهنا #2431",2407730245
89156807213,"آل قصير, أبو داوود and أبا الخيل #8512",6966855057
89157900690,"آل العسكري, بن لادن and المشاولة #1120",4823185622
89158460169,آل مقطة-آل خضير #4928,1506394320
89162543282,المشاولة Inc #11779,7746820044
89162700927,شربتلي-آل الشيخ #1420,7518556741
89163696400,"حجار, آل خضير and أبو داوود #15310",5958528303
89168182788,العليان-آل محمد بن علي بن جماز #12619,3021299127
89169979988,"آل حسين, العجلان and الحكير #14079",8903138410
89174301202,الشايع LLC #7616,9850940401
89176770324,"العقيل, الحجار and آل رفيع #1959",6073865599
89180518411,"الدباغ, آل الشيخ and العليان #15590",7889104036
89181731782,آل الشيخ Ltd #5362,1747574766
89186661798,حنبولي-الحجار #4994,3936996615
89188769136,الراشد-آل حسين #4408,2726537711
89191804526,الدباغ-آل سلطان #4644,4381934366
89207125653,المشاولة-آل بن لافي #14616,5277122642
89209414001,كانو-الخرافي #5342,8982787012
89214285046,"المغاولة, آل جعفر and آل بن لافي #13262",9471278841
89214987604,الشايع-كانو #1876,6337382327
89217335847,آل صفوان Ltd #11982,9685301803
89224581923,كانو-شربتلي #16075,4645541418
89230157987,"بن لادن, الشايع and الحكير #3039",9078519688
89231459397,"الجفالي, آل العسكري and آل رفيع #16793",2136792094
89232392530,آل عواض PLC #9520,1053438811
89232963448,"آل عايض, العقيل and آل جعفر #812",4195658260
89245737331,كانو PLC #7533,3823603021
89253264798,مهنا PLC #8501,7727018411
89260358315,آل بن لافي and Sons #386,2665485708
89260800798,العجلان PLC #6711,6712146941
89263238308,الجابر-آل سلطان #6721,4526023024
89269194053,آل قصير Inc #12162,6376925696
89269700930,آل مقطة-آل محمد بن علي بن جماز #8833,9619459684
89274304566,آل مقطة-آل رفيع #11385,2685035003
89278898319,آل عايض and Sons #10510,6646397167
89281214777,المهيدب-العقيل #4103,6260264645
89282796071,آل سلطان-آل بن ظافر #19484,6138537045
89286018341,أبو داوود-الدباغ #435,8590356221
89289488748,"آل علي, مهنا and آل جعفر #14066",2104922607
89289653764,"أبا الخيل, آل حسين and آل سعود #10907",5791589965
89291023175,الشايع LLC #4302,1776367274
89293596138,المهنا-المهنا #3481,2381165778
89299090479,آل عواض-آل صفوان #4132,8330160983
89305177887,"آل عايض, آل حسين and شربتلي #13786",4239635488
89307896476,آل العسكري PLC #17640,5655069305
89309614070,"الجفالي, بقشان and آل مقطة #71",4562017479
89321066587,الحجار-مهنا #12700,4122987337
89328586430,آل عايض and Sons #13983,7891173823
89329844531,آل عطفة-آل جعفر #9351,9791444571
89331060267,آل علي-آل خضير #19028,4919215192
89333398812,"الحكير, الجفالي and الراشد #15800",2609746042
89342633995,المشاولة Ltd #17606,3376348984
89349928570,آل معيض LLC #7847,3202176772
89364992487,الدباغ-المغاولة #3591,2525974426
89370655333,العقيل-آل العسكري #5626,4729122289
89376408200,آل بن ظافر-آل جعفر #2289,6037879750
89376915460,شربتلي Ltd #1108,8686932546
89382854477,"أبا الخيل, آل بن ظافر and آل الشيخ #9425",5139847080
89385564266,"آل حسين, بن لادن and آل خضير #871",2657328794
89392639460,آل العسكري-الدباغ #3672,8226623723
89393417495,آل خضير-العجلان #10286,5093311926
89395502199,حجار Ltd #5451,4459372544
89399915944,"آل بن ظافر, آل عايض and آل الشيخ #12942",9237648699
89403433667,"آل سعود, آل بن ظافر and آل رفيع #10979",1651273901
89408071514,آل محمد بن علي بن جماز-الدباغ #15555,6069548959
89412593578,المشاولة PLC #15000,7541221312
89415334383,آل سعود PLC #40,9710010368
89420075710,آل العسكري LLC #2752,5073892249
89420577320,"الخرافي, المهنا and الحكير #7570",5293062004
89421082129,العليان PLC #18784,8018687119
89421291148,"المهنا, آل سعود and المغاولة #9504",6077828821
89439597084,"آل بن لافي, المشاولة and الحجار #6071",9552786995
89445730810,"آل عطفة, بقشان and آل قصير #13831",3808957581
89445846122,المغاولة Ltd #11131,5376703419
89450244205,شربتلي-الحجار #12822,7550353185
89460500408,الجابر PLC #7882,2549337425
89461061499,آل سلطان PLC #11677,7660863044
89461382345,"آل خضير, آل مقطة and مهنا #17759",7354026922
89467214269,"مهنا, المغاولة and آل حسين #248",7803046121
89467662519,بقشان-آل سعود #2238,2707637900
89468671713,آل علي LLC #1652,1794411982
89483775797,الحكير LLC #15412,1530040859
89486414722,بن لادن-الحكير #19379,2743712319
89489685016,الحجار-الجفالي #18005,9357945645
89495430784,آل رفيع PLC #3208,1854122765
89495892202,آل عواض Group #11736,1671242206
89498642286,بقشان Ltd #3812,6577150162
89499555908,"الشايع, آل عواض and الحكير #18347",9976017166
89505366238,"المشاولة, آل العسكري and آل جعفر #6561",2794412714
89513340960,آل علي and Sons #7947,8257023134
89514318988,"المهيدب, حجار and أبو داوود #11934",5705872141
89515329496,العجلان-بقشان #3836,8186637043
89516645683,آل علي-العقيل #4394,2656497410
89528780839,"آل حسين, كانو and شربتلي #956",2412197304
89550934083,العجلان-آل خضير #12412,6868363550
89555917439,الحجار-الخرافي #1899,1298073197
89560617796,"مهنا, آل مقطة and العقيل #17864",1421560635
89562193804,العقيل LLC #5782,1671079753
89562600933,بقشان Inc #5097,4572245480
89563104004,آل بن ظافر-آل بن ظافر #2136,9924998750
89567240963,آل عايض-آل علي #251,8093957125
89568854965,آل عايض Inc #12395,7371032963
89569349019,"الجابر, آل العسكري and آل سعود #2776",6428546606
89571006568,آل مقطة Group #4174,2487826357
89571423325,"حنبولي, آل حسين and بن لادن #16086",1018613890
89576739774,"العليان, الجفالي and آل عواض #15960",5902718197
89579963172,"آل الشيخ, المغاولة and الشايع #6063",3788315761
89588698632,الجابر-آل جعفر #5230,7862419632
89590925952,آل خضير and Sons #16487,3491130803
89594400093,آل بن ظافر and Sons #5642,7938821352
89594793559,الجفالي-حنبولي #16785,8476141932
89595039869,آل حسين-فصيل #6573,6653122657
89596398226,"بقشان, حنبولي and العقيل #13512",2958405086
89597998846,الدباغ Inc #275,7849812526
89600819816,العجلان-الراشد #19146,6447962001
89602279489,الحجار-الدباغ #17282,8213832683
89607277800,"حجار, آل بن ظافر and آل سعود #4683",4746778640
89607392515,"العقيل, آل سلطان and مهنا #13439",8967976100
89608353064,الجابر-المهنا #15717,2265283951
89609827371,"مهنا, آل عطفة and آل علي #15732",6406140271
89610729618,العليان PLC #7686,1237183809
89612695164,آل سعود-شربتلي #3940,6697598735
89616265175,"آل خضير, مهنا and العجلان #11597",4507116504
89617283063,آل قصير Inc #12162,6376925696
89619505670,أبا الخيل Group #17034,9079697992
89620196847,آل عايض-الحجار #990,3657068871
89630802069,الجفالي Group #13315,2358561801
89640372304,الجفالي-العقيل #13985,8543350323
89641550356,"بن لادن, حجار and الحكير #15309",6558197626
89673727900,"كانو, المهيدب and آل علي #560",4726528046
89676702254,كانو LLC #16232,7777518310
89678224358,الحجار-الراشد #5383,6647553532
89679432898,"الجفالي, آل الشيخ and آل الشيخ #8398",4332718663
89682582222,المهيدب-بقشان #5599,4567589221
89689363048,العجلان-آل عطفة #11068,6357039035
89690239400,آل عايض Ltd #12626,9108675873
89698092147,آل سعود Inc #7382,1296376635
89706636347,العقيل-أبو داوود #7460,9666118978
89707237008,"آل بن ظافر, شربتلي and أبو داوود #5756",4845391070
89712705404,آل عطفة Inc #5593,2930966128
89713351227,الخرافي-آل بن ظافر #4480,7024653461
89714550721,المغاولة-الشايع #17554,9362270880
89714632855,"العقيل, مهنا and آل حسين #4513",3638780995
89717634731,آل خضير-المهنا #16351,4357480532
89729391881,"العليان, آل معيض and آل مقطة #15044",5921992023
89739449781,آل عواض Inc #7385,6505551455
89742016668,"أبو داوود, آل عواض and العجلان #8399",6893346341
89742388999,آل خضير-الراشد #17705,6285825067
89744385609,"أبا الخيل, العليان and الجابر #16684",2135237128
89746893281,"المهنا, المشاولة and المشاولة #16783",2448141957
89748973734,حنبولي LLC #11964,5440718366
89755059841,الجابر Group #9756,4573254442
89757563279,آل محمد بن علي بن جماز Group #19092,9286292954
89769148025,آل محمد بن علي بن جماز-المشاولة #7418,5894940842
89771199322,آل محمد بن علي بن جماز Ltd #670,9416383534
89777193860,آل بن ظافر-آل صفوان #1788,2024281007
89778757893,آل عطفة-آل عطفة #1874,8765469416
89779722777,آل بن ظافر-حجار #6214,7640767377
89792652812,"الجابر, آل علي and الحكير #13534",5742568857
89801683541,"كانو, آل حسين and الدباغ #16897",1473273246
89802938111,الحجار Inc #9655,2512317906
89810209960,"آل محمد بن علي بن جماز, آل العسكري and حجار #4890",7595348091
89824361811,"آل محمد بن علي بن جماز, المغاولة and آل جعفر #11295",3996492561
89828039628,آل بن ظافر LLC #10166,7663418741
89828390395,"آل علي, أبا الخيل and آل الشيخ #6951",6935976621
89831477276,آل بن لافي LLC #5966,2107539986
89833111086,أبو داوود-آل عطفة #18138,2268167065
89847105171,العقيل-آل معيض #15398,1929449966
89850247942,الحجار PLC #11443,6309687004
89855166451,"الحكير, آل جعفر and فصيل #6446",3682617071
89862705889,"كانو, آل سلطان and شربتلي #17735",6550458269
89864037045,آل العسكري Ltd #11166,5079560593
89867810267,"العجلان, آل عطفة and آل سعود #13645",3157579357
89869499661,الجفالي Ltd #16395,3718739124
89876659552,"الراشد, آل قصير and الدباغ #18544",5145550504
89879552571,"فصيل, آل جعفر and أبا الخيل #1908",3205676962
89886135927,"آل عواض, شربتلي and بقشان #952",5533639309
89888122768,الشايع LLC #18828,7124769415
89888488680,الدباغ-الجابر #4,6418269935
89891803838,آل جعفر and Sons #1558,8274973569
89905271878,"آل صفوان, الدباغ and حنبولي #7532",3062277747
89906547469,"كانو, آل قصير and الشايع #17243",5338589283
89907059256,آل سعود Ltd #5381,6662405830
89907640256,المهيدب-آل عواض #11067,3023974142
89914899082,آل الشيخ-آل مقطة #2225,2927672635
89916823617,"الجابر, آل صفوان and العجلان #8266",5764457008
89934533591,"الراشد, الشايع and فصيل #15634",1029633987
89944628254,"آل محمد بن علي بن جماز, بقشان and آل معيض #4545",7707929685
89946176982,الراشد-آل معيض #8940,5633550837
89946665109,"المهنا, آل علي and آل معيض #10720",6875043228
89948448651,"آل مقطة, شربتلي and المشاولة #816",6694907334
89950904680,العجلان-بن لادن #10394,7333839727
89952470055,آل سلطان Group #10173,3289775635
89954290883,"الراشد, الخرافي and آل العسكري #12344",3177421371
89956910252,آل قصير-الجابر #14203,3679357799
89960478266,"آل سلطان, آل سلطان and آل صفوان #4284",4791777036
89963449011,آل بن لافي Inc #8012,4757891328
89970406673,آل رفيع Group #7152,1998111141
89972557734,"آل الشيخ, آل بن ظافر and الراشد #16289",2067633630
